丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
1991/10/2,1.7768,1.8482,1.7679,1.7768,44.82M
1991/10/3,1.7054,1.7857,1.6964,1.7054,45.25M
1991/10/4,1.7232,1.7411,1.6964,1.7232,19.84M
1991/10/7,1.7187,1.7411,1.6964,1.7187,16.18M
1991/10/8,1.7232,1.7321,1.6607,1.7232,43.06M
1991/10/9,1.7143,1.7411,1.7054,1.7143,33.19M
1991/10/10,1.7054,1.75,1.6696,1.7054,39.30M
1991/10/11,1.7321,1.7455,1.6607,1.7321,30.01M
1991/10/14,1.7812,1.7946,1.7411,1.7812,27.97M
1991/10/15,1.875,1.875,1.7857,1.875,72.05M
1991/10/16,1.9107,1.9286,1.8661,1.9107,50.22M
1991/10/17,1.8705,1.9018,1.8393,1.8705,37.90M
1991/10/18,1.9643,1.9821,1.9286,1.9643,112M
1991/10/21,1.9554,1.9955,1.9375,1.9554,29.17M
1991/10/22,1.9464,2.0089,1.9464,1.9464,52.05M
1991/10/23,1.8973,1.9732,1.8839,1.8973,42.21M
1991/10/24,1.8616,1.9018,1.8393,1.8616,44.48M
1991/10/25,1.8304,1.8661,1.8125,1.8304,26.74M
1991/10/28,1.8393,1.8482,1.8125,1.8393,19.47M
1991/10/29,1.8482,1.8571,1.8125,1.8482,25.31M
1991/10/30,1.7768,1.8839,1.7679,1.7768,37.06M
1991/10/31,1.8393,1.8482,1.7857,1.8393,57.95M
1991/11/1,1.8214,1.8571,1.8036,1.8214,50.32M
1991/11/4,1.7768,1.8125,1.7321,1.7768,48.82M
1991/11/5,1.7411,1.8036,1.7411,1.7411,53.90M
1991/11/6,1.7143,1.7589,1.6964,1.7143,59.20M
1991/11/7,1.7768,1.8036,1.7232,1.7768,74.18M
1991/11/8,1.9018,1.9196,1.8214,1.9018,93.96M
1991/11/11,1.9107,1.9464,1.9018,1.9196,41.24M
1991/11/12,1.9375,1.9554,1.9196,1.9464,41.67M
1991/11/13,1.9286,1.9464,1.9107,1.933,46.48M
1991/11/14,1.9375,1.9732,1.9286,1.9554,47.00M
1991/11/15,1.9464,1.9554,1.7768,1.7857,64.24M
1991/11/18,1.7857,1.875,1.7857,1.8616,59.68M
1991/11/19,1.8482,1.8482,1.7768,1.8304,71.37M
1991/11/20,1.8304,1.8571,1.7946,1.8036,42.03M
1991/11/21,1.8036,1.8482,1.8036,1.8214,26.70M
1991/11/22,1.8214,1.8482,1.7946,1.8304,24.46M
1991/11/25,1.8214,1.8661,1.8214,1.8304,19.61M
1991/11/26,1.8393,1.8571,1.7857,1.8393,34.82M
1991/11/27,1.8304,1.8393,1.8036,1.8214,15.81M
1991/11/29,1.8036,1.8393,1.8036,1.8125,8.52M
1991/12/2,1.8125,1.8571,1.7857,1.8482,29.72M
1991/12/3,1.8571,1.8571,1.7946,1.8036,25.72M
1991/12/4,1.8125,1.8125,1.7857,1.8036,20.14M
1991/12/5,1.8036,1.8214,1.7589,1.7857,24.80M
1991/12/6,1.7679,1.7768,1.7321,1.7411,49.25M
1991/12/9,1.75,1.7857,1.7411,1.7545,24.46M
1991/12/10,1.75,1.7679,1.7321,1.7545,30.65M
1991/12/11,1.7589,1.7768,1.7321,1.75,21.14M
1991/12/12,1.7634,1.7768,1.75,1.7634,22.94M
1991/12/13,1.7768,1.8125,1.7768,1.7991,23.78M
1991/12/16,1.7991,1.8125,1.7857,1.8036,19.30M
1991/12/17,1.8036,1.8214,1.7946,1.8036,24.46M
1991/12/18,1.7946,1.8571,1.7857,1.8482,46.65M
1991/12/19,1.8304,1.8482,1.8125,1.8125,28.83M
1991/12/20,1.8304,1.8393,1.7946,1.7946,32.05M
1991/12/23,1.8036,1.8482,1.7857,1.8393,25.79M
1991/12/24,1.8571,1.9196,1.8482,1.8661,47.14M
1991/12/26,1.8839,1.9643,1.8661,1.9598,33.63M
1991/12/27,1.9554,1.9911,1.9464,1.9643,41.94M
1991/12/30,1.9643,2.0446,1.9643,2.0268,45.91M
1991/12/31,2.0491,2.0714,2,2.0134,33.51M
1992/1/2,1.9911,2.1339,1.9821,2.125,58.41M
1992/1/3,2.1429,2.1518,2.0804,2.1071,47.56M
1992/1/6,2.0982,2.1071,2.0625,2.0714,28.56M
1992/1/7,2.0536,2.125,2.0536,2.1116,35.37M
1992/1/8,2.0893,2.1875,2.0893,2.1607,58.19M
1992/1/9,2.1607,2.2232,2.1518,2.2232,52.13M
1992/1/10,2.1964,2.2321,2.1786,2.2232,49.06M
1992/1/13,2.2232,2.2411,2.1964,2.2143,26.96M
1992/1/14,2.2232,2.3125,2.2232,2.3036,68.45M
1992/1/15,2.3036,2.3214,2.25,2.2679,81.44M
1992/1/16,2.2768,2.2946,2.2321,2.2411,73.38M
1992/1/17,2.4286,2.4643,2.3125,2.3125,212M
1992/1/20,2.3036,2.3304,2.2857,2.2857,52.42M
1992/1/21,2.2946,2.2946,2.1786,2.183,48.52M
1992/1/22,2.1964,2.2768,2.1875,2.2679,45.92M
1992/1/23,2.2946,2.3125,2.25,2.3036,34.59M
1992/1/24,2.3036,2.3482,2.2857,2.308,44.40M
1992/1/27,2.3125,2.3304,2.2946,2.3036,20.83M
1992/1/28,2.3125,2.3348,2.25,2.3304,43.43M
1992/1/29,2.3125,2.3482,2.2589,2.2589,36.14M
1992/1/30,2.2679,2.2768,2.2411,2.2768,21.78M
1992/1/31,2.2857,2.3304,2.2679,2.3125,36.14M
1992/2/3,2.3125,2.3661,2.3036,2.3482,39.53M
1992/2/4,2.3482,2.3661,2.3214,2.3482,48.23M
1992/2/5,2.3661,2.3839,2.3259,2.3616,40.38M
1992/2/6,2.3482,2.3571,2.2857,2.2902,23.28M
1992/2/7,2.2946,2.3125,2.2411,2.2857,36.88M
1992/2/10,2.2857,2.2946,2.25,2.2545,21.61M
1992/2/11,2.25,2.2768,2.2232,2.2455,30.50M
1992/2/12,2.2768,2.3393,2.25,2.3304,34.49M
1992/2/13,2.3304,2.3304,2.2768,2.2946,19.00M
1992/2/14,2.2768,2.2946,2.2589,2.2902,18.15M
1992/2/18,2.2946,2.3036,2.2411,2.2411,17.09M
1992/2/19,2.2411,2.25,2.2054,2.2143,23.92M
1992/2/20,2.2321,2.3125,2.2232,2.308,32.72M
1992/2/21,2.3125,2.3393,2.3036,2.3214,37.90M
1992/2/24,2.3661,2.375,2.3482,2.3616,42.85M
1992/2/25,2.3661,2.4464,2.3304,2.4464,56.80M
1992/2/26,2.4375,2.5,2.4375,2.4955,57.27M
1992/2/27,2.5,2.5,2.4286,2.4464,30.54M
1992/2/28,2.4464,2.4643,2.3929,2.4107,22.60M
1992/3/2,2.4196,2.4464,2.4018,2.4018,22.31M
1992/3/3,2.4196,2.4286,2.3661,2.3705,24.82M
1992/3/4,2.3661,2.3839,2.3125,2.3214,28.84M
1992/3/5,2.3036,2.3393,2.25,2.2679,59.18M
1992/3/6,2.2679,2.2857,2.25,2.2857,33.57M
1992/3/9,2.2768,2.2946,2.2679,2.2768,27.24M
1992/3/10,2.2857,2.3125,2.2768,2.2768,30.67M
1992/3/11,2.2768,2.2946,2.25,2.2589,32.66M
1992/3/12,2.2589,2.2768,2.1964,2.2411,38.23M
1992/3/13,2.2589,2.2768,2.2143,2.2545,19.80M
1992/3/16,2.2411,2.2679,2.2054,2.2634,14.07M
1992/3/17,2.2679,2.2768,2.2411,2.2455,21.27M
1992/3/18,2.2589,2.2857,2.25,2.2768,20.26M
1992/3/19,2.2768,2.2768,2.2411,2.25,29.63M
1992/3/20,2.25,2.2589,2.25,2.2589,13.54M
1992/3/23,2.25,2.2768,2.25,2.25,12.52M
1992/3/24,2.2679,2.3214,2.2589,2.3214,52.35M
1992/3/25,2.3214,2.3214,2.2946,2.3036,30.39M
1992/3/26,2.3125,2.3304,2.2768,2.2857,30.76M
1992/3/27,2.2812,2.2857,2.1607,2.1786,66.13M
1992/3/30,2.1875,2.1875,2.0625,2.0759,84.76M
1992/3/31,2.0804,2.1339,2.0714,2.0804,53.00M
1992/4/1,2.0446,2.1161,2.0446,2.1071,39.91M
1992/4/2,2.1071,2.125,2.0848,2.0982,33.49M
1992/4/3,2.0982,2.1161,2.0893,2.1071,29.11M
1992/4/6,2.1071,2.1786,2.1071,2.1696,25.50M
1992/4/7,2.1786,2.1875,2.0446,2.0446,57.55M
1992/4/8,2.0357,2.0357,1.9554,1.9955,91.76M
1992/4/9,2,2.0804,1.9732,2.0446,48.03M
1992/4/10,2.0446,2.0536,1.9643,1.9821,68.52M
1992/4/13,1.9821,2.0268,1.9732,2.0179,30.71M
1992/4/14,2.0625,2.1161,2.0446,2.0982,36.10M
1992/4/15,2.0714,2.1741,2.0536,2.1607,54.34M
1992/4/16,2.1518,2.1696,2.0893,2.1071,64.67M
1992/4/20,2.1071,2.1071,2,2.0268,51.51M
1992/4/21,2.0357,2.0446,2,2.0089,45.09M
1992/4/22,2.0089,2.0714,2.0089,2.058,42.88M
1992/4/23,2.0536,2.0804,2,2.0357,45.70M
1992/4/24,2.0357,2.0804,2,2.0179,24.57M
1992/4/27,2,2.0089,1.9643,1.9911,35.07M
1992/4/28,1.9732,1.9911,1.8929,1.9375,43.53M
1992/4/29,1.9375,2.0357,1.9375,2.0357,49.73M
1992/4/30,2.0446,2.1518,2.0179,2.1473,65.07M
1992/5/1,2.1429,2.1696,2.0804,2.1161,33.59M
1992/5/4,2.125,2.1875,2.1161,2.1607,30.81M
1992/5/5,2.1607,2.1652,2.125,2.1607,45.02M
1992/5/6,2.1696,2.2187,2.1607,2.2054,44.50M
1992/5/7,2.1964,2.2232,2.1607,2.1696,43.09M
1992/5/8,2.1964,2.2455,2.1786,2.2143,49.67M
1992/5/11,2.2143,2.2411,2.1964,2.2232,22.72M
1992/5/12,2.2232,2.25,2.2054,2.2232,19.26M
1992/5/13,2.2321,2.2589,2.2232,2.2411,24.37M
1992/5/14,2.2411,2.25,2.1518,2.192,39.23M
1992/5/15,2.1786,2.1875,2.1607,2.1652,30.33M
1992/5/18,2.1964,2.1964,2.1429,2.1562,32.27M
1992/5/19,2.1696,2.1696,2.1071,2.1205,32.92M
1992/5/20,2.1339,2.1518,2.1161,2.1429,43.30M
1992/5/21,2.1518,2.1518,2.0982,2.1116,34.42M
1992/5/22,2.1071,2.1339,2.1071,2.125,11.62M
1992/5/26,2.125,2.1339,2.0982,2.1161,23.90M
1992/5/27,2.1161,2.1518,2.1071,2.1518,38.52M
1992/5/28,2.1429,2.1518,2.1071,2.125,31.81M
1992/5/29,2.1339,2.1652,2.125,2.1339,44.56M
1992/6/1,2.0446,2.125,2,2.0536,62.01M
1992/6/2,2.0536,2.0536,2.0089,2.0179,38.92M
1992/6/3,2.0179,2.0179,1.9286,1.933,75.14M
1992/6/4,1.9375,1.9554,1.9107,1.9464,45.04M
1992/6/5,1.9554,1.9732,1.9375,1.9598,28.18M
1992/6/8,1.9643,1.9643,1.9286,1.9375,26.08M
1992/6/9,1.9375,1.9375,1.9107,1.9286,25.32M
1992/6/10,1.9286,1.9554,1.9107,1.9196,31.65M
1992/6/11,1.9196,1.9375,1.9107,1.9241,35.13M
1992/6/12,1.9464,1.9643,1.9375,1.9509,24.13M
1992/6/15,1.9286,1.9286,1.875,1.8795,47.30M
1992/6/16,1.8482,1.8571,1.7411,1.7589,91.34M
1992/6/17,1.75,1.7589,1.6786,1.6964,76.06M
1992/6/18,1.6964,1.75,1.5982,1.6161,108M
1992/6/19,1.6429,1.6429,1.5625,1.5982,107M
1992/6/22,1.5714,1.5982,1.5268,1.5804,97.48M
1992/6/23,1.6071,1.625,1.5893,1.6161,77.89M
1992/6/24,1.625,1.6429,1.6161,1.6429,52.77M
1992/6/25,1.6607,1.6607,1.6161,1.6295,40.15M
1992/6/26,1.6339,1.6429,1.5893,1.6161,27.59M
1992/6/29,1.6339,1.683,1.6161,1.6696,47.11M
1992/6/30,1.6696,1.7232,1.6607,1.7143,48.34M
1992/7/1,1.7143,1.7679,1.7054,1.75,35.88M
1992/7/2,1.75,1.75,1.6339,1.6518,64.16M
1992/7/6,1.6607,1.6696,1.625,1.6518,30.50M
1992/7/7,1.6518,1.6518,1.5536,1.5804,51.77M
1992/7/8,1.5714,1.6339,1.5714,1.6339,48.99M
1992/7/9,1.6429,1.6607,1.6339,1.6384,41.45M
1992/7/10,1.6429,1.6518,1.6027,1.6339,35.91M
1992/7/13,1.6339,1.683,1.6161,1.6786,31.39M
1992/7/14,1.6786,1.7143,1.6786,1.6964,31.50M
1992/7/15,1.6964,1.75,1.6875,1.7143,43.62M
1992/7/16,1.7054,1.75,1.6875,1.7411,34.95M
1992/7/17,1.6071,1.6429,1.5937,1.6071,107M
1992/7/20,1.5982,1.6161,1.5714,1.5982,48.00M
1992/7/21,1.625,1.6518,1.6071,1.6339,32.99M
1992/7/22,1.6161,1.625,1.5714,1.5804,40.49M
1992/7/23,1.5893,1.5982,1.5625,1.5982,43.00M
1992/7/24,1.5893,1.6518,1.5714,1.6384,33.77M
1992/7/27,1.6339,1.6607,1.6161,1.6161,20.20M
1992/7/28,1.625,1.6607,1.6161,1.6607,33.56M
1992/7/29,1.6652,1.7054,1.6607,1.6875,62.69M
1992/7/30,1.6875,1.6964,1.6696,1.6875,34.47M
1992/7/31,1.6875,1.6964,1.6696,1.6696,22.68M
1992/8/3,1.6696,1.6875,1.625,1.6339,17.14M
1992/8/4,1.6071,1.6339,1.5982,1.625,29.93M
1992/8/5,1.625,1.625,1.5893,1.5982,34.82M
1992/8/6,1.5804,1.5893,1.5268,1.5714,64.49M
1992/8/7,1.5,1.5625,1.4821,1.5491,54.79M
1992/8/10,1.5446,1.5893,1.5357,1.5759,22.86M
1992/8/11,1.5893,1.5893,1.5357,1.5536,30.33M
1992/8/12,1.5625,1.5804,1.5446,1.5759,30.00M
1992/8/13,1.5893,1.625,1.5804,1.5982,42.75M
1992/8/14,1.6071,1.6161,1.5893,1.5982,34.03M
1992/8/17,1.5804,1.5982,1.5625,1.5982,32.18M
1992/8/18,1.5893,1.6161,1.5893,1.5982,28.08M
1992/8/19,1.5937,1.6161,1.5893,1.5893,42.64M
1992/8/20,1.5982,1.6071,1.5804,1.5982,27.23M
1992/8/21,1.5982,1.6161,1.5714,1.5982,27.40M
1992/8/24,1.5804,1.5982,1.5446,1.5446,38.04M
1992/8/25,1.5446,1.5893,1.5446,1.5848,33.09M
1992/8/26,1.5804,1.5893,1.5446,1.5804,30.27M
1992/8/27,1.5982,1.6116,1.5804,1.5893,20.69M
1992/8/28,1.5804,1.6161,1.5714,1.6071,15.31M
1992/8/31,1.6071,1.6518,1.5982,1.6429,30.28M
1992/9/1,1.6518,1.6607,1.6339,1.6607,15.07M
1992/9/2,1.6607,1.7411,1.6607,1.7321,47.47M
1992/9/3,1.75,1.7589,1.7054,1.7054,52.96M
1992/9/4,1.7232,1.7232,1.6696,1.6875,15.81M
1992/9/8,1.6696,1.7143,1.6607,1.7054,17.50M
1992/9/9,1.7143,1.7589,1.7054,1.75,39.30M
1992/9/10,1.7143,1.7679,1.6964,1.7589,57.04M
1992/9/11,1.75,1.7589,1.6964,1.7009,44.97M
1992/9/14,1.75,1.7857,1.7321,1.7679,53.67M
1992/9/15,1.7589,1.7589,1.7054,1.7232,54.63M
1992/9/16,1.7054,1.7232,1.6607,1.6786,44.68M
1992/9/17,1.6875,1.6875,1.6205,1.6429,43.11M
1992/9/18,1.6339,1.6741,1.6161,1.6607,28.90M
1992/9/21,1.6696,1.7054,1.6518,1.6607,22.42M
1992/9/22,1.6696,1.6696,1.6161,1.6339,27.89M
1992/9/23,1.6429,1.6964,1.625,1.6964,30.99M
1992/9/24,1.6875,1.7054,1.6518,1.6518,31.41M
1992/9/25,1.6518,1.6607,1.6161,1.625,34.37M
1992/9/28,1.6071,1.6071,1.5625,1.5982,37.38M
1992/9/29,1.5893,1.625,1.5714,1.6027,39.32M
1992/9/30,1.6071,1.625,1.5893,1.6116,25.01M
1992/10/1,1.5982,1.6116,1.5804,1.5804,30.54M
1992/10/2,1.5893,1.5982,1.5357,1.5625,28.34M
1992/10/5,1.5446,1.5625,1.4821,1.5536,66.24M
1992/10/6,1.5625,1.6071,1.5268,1.5982,28.36M
1992/10/7,1.6071,1.6161,1.5536,1.5625,28.33M
1992/10/8,1.5714,1.5804,1.5357,1.5536,31.74M
1992/10/9,1.5536,1.5714,1.5357,1.5491,14.69M
1992/10/12,1.5446,1.5804,1.5446,1.5714,17.91M
1992/10/13,1.5982,1.6429,1.5714,1.6205,36.79M
1992/10/14,1.6161,1.6518,1.6071,1.6429,23.93M
1992/10/15,1.6339,1.6429,1.6161,1.625,18.86M
1992/10/16,1.6696,1.7679,1.6607,1.75,113M
1992/10/19,1.75,1.7589,1.7321,1.75,49.01M
1992/10/20,1.75,1.7857,1.7321,1.7545,71.81M
1992/10/21,1.7589,1.7679,1.7143,1.7321,28.56M
1992/10/22,1.7321,1.7589,1.7232,1.7411,21.12M
1992/10/23,1.7589,1.7679,1.7232,1.7411,22.86M
1992/10/26,1.7411,1.8393,1.7321,1.8393,62.67M
1992/10/27,1.8393,1.875,1.8214,1.8393,52.99M
1992/10/28,1.8304,1.8839,1.8125,1.8661,49.15M
1992/10/29,1.8661,1.9286,1.8393,1.9018,53.33M
1992/10/30,1.9107,1.9107,1.8571,1.875,32.46M
1992/11/2,1.875,1.8839,1.8482,1.8661,42.52M
1992/11/3,1.875,1.875,1.8393,1.8571,28.19M
1992/11/4,1.8571,1.8839,1.8571,1.875,34.09M
1992/11/5,1.875,1.9643,1.875,1.9643,74.51M
1992/11/6,1.9554,2.0179,1.9554,1.9911,65.99M
1992/11/9,2,2,1.9554,1.9732,28.23M
1992/11/10,1.9643,2.0179,1.9554,2.0089,30.56M
1992/11/11,2.0179,2.0804,2.0089,2.0268,35.11M
1992/11/12,2.0357,2.0536,2.0134,2.0312,26.90M
1992/11/13,2.0357,2.0446,2,2.0089,21.19M
1992/11/16,2.0089,2.0625,2,2.0491,16.89M
1992/11/17,2.0446,2.0536,1.9598,1.9732,42.20M
1992/11/18,2,2.0804,1.9821,2.0625,76.20M
1992/11/19,2.0625,2.125,2.0625,2.0804,60.14M
1992/11/20,2.0893,2.0982,2.0357,2.0536,38.87M
1992/11/23,2.0179,2.0357,2.0089,2.0268,38.18M
1992/11/24,2.0357,2.0536,2.0179,2.0536,39.21M
1992/11/25,2.0357,2.0446,2,2.0179,29.33M
1992/11/27,2.0179,2.0446,2.0089,2.0179,11.80M
1992/11/30,2.0089,2.0536,1.9866,2.0536,40.13M
1992/12/1,2.0446,2.1071,2.0268,2.0804,32.01M
1992/12/2,2.0804,2.0893,2.0357,2.0446,24.44M
1992/12/3,2.0179,2.058,2.0045,2.0536,46.90M
1992/12/4,2.0446,2.0536,2.0179,2.0312,23.95M
1992/12/7,2.0268,2.0625,2.0268,2.0625,36.06M
1992/12/8,2.0625,2.0982,2.0625,2.0759,49.16M
1992/12/9,2.0625,2.0714,2.0446,2.058,39.85M
1992/12/10,2.0446,2.058,2.0179,2.0446,35.05M
1992/12/11,2.0446,2.0804,2.0446,2.0536,30.05M
1992/12/14,2.0536,2.0625,2.0268,2.0446,27.63M
1992/12/15,2.0268,2.0357,1.9821,2.0134,45.63M
1992/12/16,2.0089,2.0357,1.9464,1.9643,56.48M
1992/12/17,1.9732,2.0536,1.9732,2.0312,58.47M
1992/12/18,2.0536,2.1161,2.0446,2.0804,58.86M
1992/12/21,2.0804,2.1429,2.0714,2.1295,64.02M
1992/12/22,2.1339,2.1875,2.1339,2.1652,70.04M
1992/12/23,2.1518,2.1607,2.1161,2.1339,28.08M
1992/12/24,2.1429,2.1429,2.1071,2.1071,11.49M
1992/12/28,2.1161,2.1339,2.1161,2.125,17.61M
1992/12/29,2.125,2.1696,2.125,2.1295,29.07M
1992/12/30,2.1339,2.1339,2.0982,2.0982,25.15M
1992/12/31,2.0982,2.1429,2.0982,2.1339,23.06M
1993/1/4,2.125,2.1429,2.0625,2.0804,32.28M
1993/1/5,2.0714,2.1161,2.0446,2.1161,46.56M
1993/1/6,2.1696,2.2143,2.1607,2.2054,70.35M
1993/1/7,2.2054,2.2321,2.1652,2.1786,68.03M
1993/1/8,2.1696,2.25,2.1339,2.2232,80.23M
1993/1/11,2.2143,2.2991,2.2054,2.2902,68.43M
1993/1/12,2.2411,2.2768,2.1964,2.1964,86.54M
1993/1/13,2.1964,2.2857,2.1875,2.2679,49.91M
1993/1/14,2.2857,2.3304,2.2768,2.3214,91.95M
1993/1/15,2.1786,2.2232,2.1429,2.1518,226M
1993/1/18,2.125,2.1429,2.0714,2.125,83.41M
1993/1/19,2.1339,2.1607,2.1161,2.1339,68.51M
1993/1/20,2.1339,2.1518,2.125,2.1429,39.68M
1993/1/21,2.1339,2.1518,2.0982,2.1429,46.10M
1993/1/22,2.1518,2.1518,2.1071,2.125,36.74M
1993/1/25,2.1161,2.1607,2.1161,2.1429,50.57M
1993/1/26,2.1607,2.2143,2.1607,2.1696,71.41M
1993/1/27,2.1786,2.2054,2.0982,2.1518,56.66M
1993/1/28,2.1429,2.1518,2.1161,2.1384,46.01M
1993/1/29,2.1518,2.1875,2.1071,2.125,66.53M
1993/2/1,2.1161,2.1875,2.1161,2.1875,60.14M
1993/2/2,2.1696,2.1964,2.1518,2.1518,45.58M
1993/2/3,2.1786,2.1786,2.0893,2.1429,66.05M
1993/2/4,2.1429,2.1518,2.1071,2.125,52.04M
1993/2/5,2.1161,2.125,2.0089,2.0446,91.90M
1993/2/8,2.0357,2.0536,1.9821,2.0179,70.27M
1993/2/9,2.0357,2.0491,2.0179,2.0312,59.67M
1993/2/10,2.0357,2.0446,1.9643,1.9911,67.07M
1993/2/11,1.9911,2.0089,1.9643,1.9687,42.07M
1993/2/12,1.9643,1.9821,1.9196,1.9241,68.85M
1993/2/16,1.9107,1.9107,1.8393,1.8929,102M
1993/2/17,1.9018,1.9286,1.8571,1.9241,62.40M
1993/2/18,1.9643,1.9732,1.9107,1.9643,70.03M
1993/2/19,1.9732,1.9821,1.9554,1.9643,44.45M
1993/2/22,1.9643,2,1.9554,1.9687,24.69M
1993/2/23,1.9643,1.9732,1.9286,1.9375,48.52M
1993/2/24,1.8616,1.9241,1.8616,1.9152,71.67M
1993/2/25,1.9018,1.9554,1.9018,1.9554,41.81M
1993/2/26,1.9375,1.9375,1.8661,1.8929,73.72M
1993/3/1,1.8929,1.9107,1.8839,1.9018,29.83M
1993/3/2,1.8929,1.9464,1.8929,1.9375,36.92M
1993/3/3,1.9286,1.9643,1.9018,1.9509,50.67M
1993/3/4,1.9464,1.9732,1.9107,1.9643,47.08M
1993/3/5,1.9554,1.9911,1.9554,1.9643,27.90M
1993/3/8,1.9643,2.0268,1.9643,2.0179,44.25M
1993/3/9,2.0179,2.0536,2.0179,2.0268,38.71M
1993/3/10,2.0268,2.0446,2,2.0268,33.12M
1993/3/11,2.0357,2.0446,2.0089,2.0312,36.15M
1993/3/12,2.0268,2.0268,1.9821,2.0089,31.67M
1993/3/15,2,2.0446,1.9777,2.0357,34.01M
1993/3/16,2.0446,2.0625,2.0179,2.0179,25.26M
1993/3/17,2.0179,2.0357,1.9643,1.9687,44.06M
1993/3/18,1.9643,1.9866,1.9464,1.9464,26.55M
1993/3/19,1.9643,1.9732,1.9107,1.9196,38.53M
1993/3/22,1.9107,1.9241,1.8839,1.9018,41.30M
1993/3/23,1.9018,1.9286,1.8795,1.8839,25.63M
1993/3/24,1.8839,1.9375,1.875,1.9196,35.77M
1993/3/25,1.9196,1.9554,1.9107,1.9554,42.76M
1993/3/26,1.9554,1.9554,1.875,1.9018,37.78M
1993/3/29,1.8661,1.875,1.8125,1.8214,65.43M
1993/3/30,1.8259,1.8661,1.7946,1.8661,66.01M
1993/3/31,1.875,1.8839,1.8304,1.8393,55.76M
1993/4/1,1.8304,1.8571,1.8214,1.8482,27.05M
1993/4/2,1.8036,1.8304,1.7679,1.7902,63.45M
1993/4/5,1.7857,1.8036,1.7679,1.7857,37.29M
1993/4/6,1.7857,1.7946,1.7411,1.7411,42.09M
1993/4/7,1.75,1.8125,1.7321,1.8036,40.71M
1993/4/8,1.7857,1.8036,1.75,1.7768,40.86M
1993/4/12,1.7679,1.8214,1.7679,1.7857,23.26M
1993/4/13,1.8036,1.8304,1.7232,1.7321,41.12M
1993/4/14,1.7232,1.7411,1.7009,1.7411,42.52M
1993/4/15,1.7232,1.7232,1.6696,1.6875,54.68M
1993/4/16,1.7232,1.7411,1.692,1.7187,172M
1993/4/19,1.7321,1.7679,1.7232,1.7321,56.97M
1993/4/20,1.7411,1.7946,1.7232,1.7857,60.01M
1993/4/21,1.7946,1.8125,1.7589,1.7723,51.32M
1993/4/22,1.7589,1.8036,1.75,1.7857,39.42M
1993/4/23,1.7768,1.7946,1.7411,1.7589,33.54M
1993/4/26,1.7589,1.7768,1.7321,1.75,25.70M
1993/4/27,1.7411,1.7946,1.7411,1.7946,32.42M
1993/4/28,1.7768,1.8571,1.7768,1.8348,40.81M
1993/4/29,1.8393,1.8482,1.7902,1.8125,20.61M
1993/4/30,1.8125,1.875,1.8125,1.8304,33.08M
1993/5/3,1.8304,1.8571,1.8214,1.8527,16.30M
1993/5/4,1.8661,1.9375,1.8571,1.9062,42.71M
1993/5/5,1.8929,1.9821,1.8929,1.9464,63.27M
1993/5/6,1.9464,1.9554,1.9107,1.9286,17.61M
1993/5/7,1.9107,1.9554,1.9107,1.9554,20.47M
1993/5/10,1.9643,1.9955,1.9643,1.9643,34.48M
1993/5/11,1.9643,1.9732,1.9286,1.9464,39.59M
1993/5/12,1.9375,1.9554,1.8929,1.9018,26.31M
1993/5/13,1.9107,1.9911,1.9107,1.9821,90.43M
1993/5/14,1.9732,2,1.9643,1.9821,29.35M
1993/5/17,1.9821,2,1.9643,1.9911,17.41M
1993/5/18,1.9821,2.0089,1.9643,1.9821,40.87M
1993/5/19,1.9554,2.0536,1.9464,2.0446,43.19M
1993/5/20,2.0446,2.1071,2.0446,2.0982,72.63M
1993/5/21,2.0982,2.1116,2.0268,2.0536,37.02M
1993/5/24,2.0268,2.0982,2.0268,2.058,37.58M
1993/5/25,2.0268,2.0536,1.9911,2.0134,45.18M
1993/5/26,2,2.0625,1.9777,2.0625,30.39M
1993/5/27,2.0625,2.0893,2.0446,2.0536,49.32M
1993/5/28,2.0357,2.0536,2.0089,2.0223,45.99M
1993/6/1,2.0179,2.0625,2.0179,2.0357,33.77M
1993/6/2,2.0268,2.0804,2,2.0357,50.12M
1993/6/3,2.0357,2.0446,2,2.0134,39.21M
1993/6/4,1.9911,2.0089,1.9464,1.9598,53.42M
1993/6/7,1.9464,1.9554,1.7991,1.8125,121M
1993/6/8,1.7411,1.7857,1.7143,1.7679,155M
1993/6/9,1.6071,1.6295,1.5714,1.5804,295M
1993/6/10,1.5536,1.5982,1.5268,1.5893,138M
1993/6/11,1.6071,1.6161,1.5491,1.5625,60.58M
1993/6/14,1.5714,1.5982,1.5536,1.5937,62.37M
1993/6/15,1.6161,1.6161,1.4955,1.5,112M
1993/6/16,1.5089,1.5446,1.4821,1.5089,88.27M
1993/6/17,1.5179,1.5179,1.4464,1.4732,102M
1993/6/18,1.4866,1.5045,1.4196,1.4643,77.82M
1993/6/21,1.4464,1.4464,1.4107,1.4152,68.40M
1993/6/22,1.4598,1.5,1.4196,1.4777,84.10M
1993/6/23,1.4911,1.4911,1.4286,1.4464,45.18M
1993/6/24,1.4464,1.4911,1.4286,1.4911,55.71M
1993/6/25,1.442,1.4554,1.4107,1.4286,64.29M
1993/6/28,1.4464,1.4464,1.3839,1.433,88.40M
1993/6/29,1.4375,1.4375,1.375,1.3929,73.57M
1993/6/30,1.3839,1.4196,1.375,1.4107,50.06M
1993/7/1,1.3929,1.4196,1.3571,1.3571,54.54M
